id,content
query_001,Surname=Hughes AND Age=55
query_002,Profession=dietitian AND Name=Delilah
query_003,Profession=entrepreneur AND Surname=Cole
query_004,Surname=Jordan AND Age=41
query_005,City=Rio de Janeiro AND Surname=Evans
query_006,Profession=therapist AND City=Paris AND Age=37 AND Name=Filippo
query_007,Profession=judge AND Surname=Baker
query_008,Profession=beautician AND Age=64
query_009,Profession=registered nurse AND City=Istanbul AND Surname=Simmons
query_010,Profession=actor AND City=Berlin AND Surname=Nelson AND Age=56
query_011,Surname=Carter AND Name=Carter
query_012,Profession=aircraft mechanic
query_013,Profession=engineer AND Surname=Gonzalez
query_014,Profession=civil engineer AND City=Buenos Aires AND Surname=Anderson AND Age=46 AND Name=Cooper
query_015,Profession=medical laboratory technologist AND Surname=Hernandez
query_016,Age=87
query_017,City=Bucharest AND Age=71
query_018,Surname=Martin AND Name=Kee
query_019,City=Bangkok
query_020,Profession=veterinarian AND Age=73
query_021,City=Hanover AND Name=Ainsley
query_022,Profession=veterinarian AND Age=67 AND Name=Isabella
query_023,Profession=marketing specialist AND City=Budapest AND Age=27 AND Name=Christina
query_024,Profession=medical laboratory technologist AND Age=7
query_025,Surname=Washington AND Name=Adriana
query_026,City=Birmingham AND Surname=Bailey AND Age=84 AND Name=Adriana
query_027,Profession=bookkeeper AND Surname=Baker AND Age=42 AND Name=Sophia
query_028,City=Singapore AND Name=Wyatt
query_029,Age=48 AND Name=Caden
query_030,Profession=paleontologist AND City=Ljubljana AND Name=Chloe
query_031,Name=Caden
query_032,Profession=archaeologist AND Surname=Murphy
query_033,Profession=technologist AND Surname=Rodriguez
query_034,Profession=administrator AND City=Rio de Janeiro AND Name=Cooper
query_035,Profession=technologist AND Age=21
query_036,Profession=massage therapist AND City=Barcelona AND Surname=Smith AND Age=28 AND Name=Alexandra
query_037,Profession=banker AND City=Santiago
query_038,Profession=beautician AND Age=56
query_039,Name=Cooper
query_040,Age=74 AND Name=Brooke
query_041,Age=46
query_042,Age=13 AND Name=Daniel
query_043,Profession=electrician AND City=Oslo AND Surname=Jackson
query_044,City=Budapest AND Surname=Cooper
query_045,City=Zagreb AND Age=57
query_046,City=Amsterdam
query_047,City=Catania AND Surname=Wallace AND Name=Avery
query_048,Profession=chiropractor AND Age=75
query_049,Profession=statistician AND Name=Adam
query_050,Profession=event planner AND Age=7 AND Name=Angela
query_051,City=Buenos Aires AND Surname=Price AND Name=Brooklyn
query_052,City=Glasgow AND Name=Cooper
query_053,Age=39 AND Name=Andrew
query_054,Profession=acupuncturist AND City=Bangkok
query_055,Surname=Flores
query_056,City=San Francisco AND Surname=Allen
