id,content
query_0001,Age=55 AND Name=Aiden
query_0002,Profession=air traffic controller
query_0003,Age=46 AND Name=Brooklyn
query_0004,Age=103 AND Name=Autumn
query_0005,Profession=barber AND Surname=Moore AND Name=Callie
query_0006,Profession=athletic trainer AND Surname=Turner AND Age=41 AND Name=Annie
query_0007,Profession=psychologist AND City=Mumbai
query_0008,Profession=sales representative AND City=Florence AND Surname=Cook AND Age=36
query_0009,Profession=fire fighter AND Age=70
query_0010,City=Skopje AND Age=8
query_0011,Profession=homeopath AND Age=12
query_0012,Profession=meteorologist AND Name=Alexandra
query_0013,City=Frankfurt AND Name=Dylan
query_0014,Profession=entrepreneur AND Age=61 AND Name=Giacomello
query_0015,Profession=medical technologist AND Age=92
query_0016,City=Munich AND Age=49
query_0017,Profession=automotive engineer AND City=Birmingham AND Surname=Torres
query_0018,City=Munich AND Surname=Kelly
query_0019,Profession=social worker AND Surname=Edwards AND Age=84
query_0020,Profession=financial manager AND City=Rome AND Age=61 AND Name=Amelia
query_0021,Surname=Bennett AND Age=34
query_0022,Profession=airline pilot AND Surname=Patterson
query_0023,Profession=librarian AND City=Zagreb AND Surname=Evans AND Age=48 AND Name=Teddy
query_0024,Profession=midwife AND City=Oslo
query_0025,Age=59 AND Name=Alyssa
query_0026,Age=59 AND Name=Penelope
query_0027,City=Skopje AND Name=Elizabeth
query_0028,Profession=botanist AND Surname=Allen
query_0029,Profession=teacher AND City=Hamilton AND Surname=Adams AND Age=36 AND Name=Cody
query_0030,Surname=Hughes AND Name=Lanciotte
query_0031,Profession=interior designer AND Surname=Hamilton
query_0032,City=Vilnius AND Age=60
query_0033,City=Auckland AND Surname=Cole AND Age=32 AND Name=Amanda
query_0034,Profession=software developer AND Name=Wojchek
query_0035,Profession=registered nurse AND Name=Teddy
query_0036,City=Donetsk AND Surname=Price
query_0037,Profession=sales representative AND City=Torun AND Name=Jacob
query_0038,Surname=Collins AND Name=Igor
query_0039,City=Cologne AND Name=Dave
query_0040,Profession=political scientist AND City=Mexico City AND Surname=Perez AND Age=94
query_0041,Profession=administrator AND City=Amsterdam AND Age=80
query_0042,Profession=geologist AND Surname=Brown
query_0043,Surname=Jackson AND Age=86
query_0044,City=Rio de Janeiro AND Name=Ava
query_0045,City=Lima AND Surname=Coleman
query_0046,City=Yerevan AND Surname=Watson AND Name=Evan
query_0047,City=Shanghai AND Age=96
query_0048,City=Porto AND Age=42 AND Name=Christopher
query_0049,Age=38 AND Name=Daniel
query_0050,City=Tirana AND Surname=Nelson
query_0051,Surname=Rodriguez AND Name=Brianna
query_0052,Profession=acupuncturist AND Surname=Martin
query_0053,Profession=industrial engineer AND Age=40
query_0054,Surname=Rivera AND Age=71
query_0055,City=Manchester AND Age=75 AND Name=Ainsley
query_0056,City=Ljubljana AND Surname=Alexander AND Age=39 AND Name=Wojchek
query_0057,Age=87 AND Name=Victoria
query_0058,City=Hong Kong AND Name=Alison
query_0059,Profession=automotive engineer AND City=Berlin
query_0060,City=Mumbai AND Age=96
query_0061,Profession=agricultural scientist AND City=Yerevan
query_0062,City=Lima AND Age=15
query_0063,Profession=mechanical engineer AND City=Paris AND Age=29
query_0064,Profession=financial manager AND Age=99
query_0065,Age=33 AND Name=Olivia
query_0066,City=Prague AND Age=11
query_0067,Profession=carpenter AND Surname=Coleman AND Name=Evan
query_0068,Profession=automotive engineer AND City=St. Petersburg AND Surname=Cook AND Name=Emily
query_0069,Profession=barber AND City=Lisbon
query_0070,Surname=Young AND Name=Wojchek
query_0071,City=Mexico City AND Age=32
query_0072,Profession=electrician AND Surname=Sanders
query_0073,Age=25
query_0074,Profession=architect AND Name=Alexandra
query_0075,Age=39 AND Name=Wojchek
query_0076,City=Rotterdam AND Age=57
query_0077,Name=Finley
query_0078,Surname=Sanders
query_0079,Profession=financial planner AND Age=45 AND Name=Brooke
query_0080,Surname=Campbell AND Age=86
query_0081,Profession=paleontologist AND Surname=Ramirez
query_0082,Profession=doctor AND City=Bangkok AND Surname=Henderson
query_0083,Profession=psychologist AND Surname=Bryant
query_0084,Profession=physiotherapist AND Age=60
query_0085,Profession=planner AND City=Hawaii
query_0086,Surname=Kelly AND Name=Callie
query_0087,Profession=acupuncturist AND Surname=Myers AND Age=86
query_0088,Surname=Garcia AND Age=80 AND Name=Colton
query_0089,Profession=biomedical scientist AND Age=46
query_0090,Surname=Flores AND Age=32 AND Name=Faith
query_0091,Profession=barber AND City=Yerevan AND Name=Evelyn
query_0092,Profession=biomedical scientist AND City=Florence AND Age=5
query_0093,Profession=physiotherapist AND Age=44
query_0094,Profession=biomedical scientist AND Surname=Coleman
query_0095,Profession=management consultant AND Age=103
query_0096,Surname=Cox AND Age=75
query_0097,Surname=Gonzales AND Age=34 AND Name=Olivia
query_0098,Profession=adult education teacher AND City=Brussels AND Age=14
query_0099,Profession=aviation manager AND Age=75 AND Name=Wojchek
query_0100,Profession=electrician AND Surname=Barnes
query_0101,City=Rio de Janeiro AND Age=10
query_0102,Profession=homeopath AND Name=Michael
query_0103,Surname=Torres
query_0104,Profession=barber AND Age=72
query_0105,Profession=market researcher AND Name=Scarlett
query_0106,Surname=Reed AND Age=91 AND Name=Dale
query_0107,Surname=Garcia AND Age=78
query_0108,Profession=management consultant AND Age=78 AND Name=Jacob
query_0109,Age=37
query_0110,Name=Ben
query_0111,City=Lima AND Age=35
query_0112,Profession=homeopath AND Age=93
query_0113,City=Hawaii AND Surname=Washington AND Age=99
query_0114,City=London AND Age=94
query_0115,Surname=Garcia AND Age=89 AND Name=Ainsley
query_0116,Profession=pilot AND Surname=Davis AND Age=40 AND Name=Igor
query_0117,Profession=financial manager AND Surname=Flores
query_0118,City=Bangkok AND Surname=White
query_0119,City=Amsterdam AND Name=Christopher
query_0120,Age=81 AND Name=Avery
query_0121,Surname=Gray AND Age=93
query_0122,Surname=Phillips AND Age=62
query_0123,City=Madrid AND Surname=Wright
query_0124,City=Odessa
query_0125,City=Edinburgh AND Name=Victoria
query_0126,Profession=hairstylist AND Name=Wyatt
query_0127,City=Zagreb AND Surname=Alexander
query_0128,Surname=Johnson AND Name=Autumn
query_0129,Profession=accountant AND City=Sarajevo AND Surname=Hughes
query_0130,City=Toronto AND Age=56
query_0131,Profession=agricultural engineer AND Surname=Phillips
query_0132,Surname=Sullivan AND Age=36 AND Name=Dallas
query_0133,City=Marseille AND Surname=Taylor AND Name=Brooklyn
query_0134,City=Brussels
query_0135,Profession=journalist AND Name=Chloe
query_0136,Profession=planner AND City=Bucharest
query_0137,Profession=agricultural scientist AND Surname=Ross
query_0138,Profession=sociologist AND Surname=Cole AND Name=Scottex
query_0139,Profession=pilot AND City=Thessaloniki
query_0140,Profession=financial analyst AND City=Hanover AND Surname=Reed AND Age=69 AND Name=Elijah
query_0141,Profession=planner AND City=Toronto
query_0142,Profession=banker AND Name=Brooklyn
query_0143,Profession=judge AND Surname=Evans AND Age=25 AND Name=Evelyn
query_0144,Surname=Nelson AND Age=12
query_0145,Profession=dietitian AND City=Hong Kong
query_0146,City=Zagreb AND Age=99
query_0147,Age=16 AND Name=Wojchek
query_0148,Profession=chiropractor AND City=Budapest AND Surname=Barnes AND Age=22
query_0149,City=Helsinki AND Surname=Butler
query_0150,City=Barcelona AND Age=104 AND Name=Samual
query_0151,Profession=barber AND Surname=Martinez AND Age=12
