id,content
query_0001,City=St. Petersburg AND Age=47
query_0002,Age=83 AND Name=Amelie
query_0003,Profession=astronaut AND City=Warsaw
query_0004,Profession=medical laboratory technologist AND City=Wellington AND Age=24
query_0005,Profession=carpenter AND City=Amsterdam AND Surname=Carter AND Age=44 AND Name=Scottex
query_0006,City=Paris AND Surname=Foster
query_0007,Profession=architect AND City=Dubrovnik AND Surname=Garcia AND Age=30 AND Name=Ben
query_0008,Surname=Kelly AND Name=Alexis
query_0009,Profession=actor AND Age=11
query_0010,City=Mumbai AND Surname=Barnes AND Age=39 AND Name=Cora
query_0011,Profession=management consultant AND Age=79 AND Name=Harper
query_0012,Profession=astronaut AND Surname=Bennett
query_0013,Profession=therapist AND City=Venice AND Surname=Cooper
query_0014,Profession=astronaut AND Age=82
query_0015,City=Christchurch AND Surname=Ross AND Name=Lanciotte
query_0016,Surname=Sullivan AND Age=64 AND Name=Noah
query_0017,Profession=airline pilot AND Surname=Nelson AND Age=69
query_0018,City=Lisbon AND Age=55
query_0019,Surname=Hayward AND Age=24 AND Name=Ivano
query_0020,City=Seoul AND Surname=Butler AND Age=38 AND Name=Alison
query_0021,City=Geneva AND Name=Carson
query_0022,Surname=Parker AND Name=Scarlett
query_0023,Surname=Woods
query_0024,Surname=Ford AND Age=35 AND Name=Emily
query_0025,Age=56 AND Name=Dakota
query_0026,City=Sarajevo AND Name=Cora
query_0027,Profession=beautician AND Name=Cora
query_0028,Age=87 AND Name=James
query_0029,City=Dunedin AND Name=Dylan
query_0030,Profession=planner AND City=Wellington
query_0031,Surname=Bailey AND Name=Filipa
query_0032,Surname=Martinez
query_0033,Profession=homeopath AND Surname=Mitchell AND Age=99 AND Name=Teddy
query_0034,City=Athens AND Surname=Rodriguez
query_0035,Surname=Davis AND Age=42
query_0036,City=Berlin AND Age=62
query_0037,Surname=Bell AND Age=54
query_0038,Profession=sociologist AND City=Dubrovnik AND Name=Autumn
query_0039,Profession=aircraft mechanic AND City=Graz AND Surname=James
query_0040,Profession=baker AND City=Hong Kong AND Surname=Turner AND Age=72 AND Name=Ella
query_0041,Profession=registered nurse AND Surname=Powell AND Age=64 AND Name=Brayden
query_0042,Profession=judge AND City=Cape Town AND Surname=Brooks AND Age=57
query_0043,Profession=nurse AND Surname=Bell
query_0044,Profession=optometrist AND City=Chisinau AND Surname=Flores AND Age=98 AND Name=Amber
query_0045,Surname=Coleman AND Age=13
query_0046,Age=97
query_0047,Profession=writer AND City=Istanbul
query_0048,City=Tallinn
query_0049,City=Hawaii
query_0050,Surname=Baker AND Age=18 AND Name=Andrew
query_0051,Profession=sales representative AND Surname=Evans
query_0052,Surname=Foster AND Name=Amanda
query_0053,Profession=chiropractor AND City=Venice
query_0054,Age=16
query_0055,City=Chisinau AND Surname=Barnes AND Age=95 AND Name=Igor
query_0056,Age=43 AND Name=Alexandra
query_0057,Profession=environmental engineer AND Surname=Edwards AND Name=Andrew
